id,resturant_name,menu_item,item_description
605,Starbucks,Perfectly Salted Chips,Kettle potato chips perfectly salted for a naturally delicious snack with undeniable flavour and crunch.
606,Starbucks,Rolled & Steel-Cut Oatmeal,"A blend of rolled and steel-cut whole-grain oats to customize any way you want with a selection of toppings: dried fruit, nut medley, brown sugar, agave or blueberries.-VEGETARIAN"
607,Kokoro,C1: Teriyaki Chicken,C1: Teriyaki Chicken
608,Kokoro,SA2: Steamed Pork Dumplings (12pc),
609,Kokoro,F4: Honey Garlic Steak Fries,
610,Kokoro,SA1: Bao Bun (6pc),Pork filled Bao Buns
611,Kokoro,S1: Dumpling Soup,
612,Kokoro,SA4: Fried Pork Dumplings (12pc),
613,Kokoro,F2: Shrimp and Crab Fries,
614,Kokoro,VG1: Vegan Curry Tofu Ramen,Contains No Animal Products.
615,Kokoro,C2: BBQ Beef,
616,Kokoro,Cucumber Crab Salad,
617,Kokoro,V2: Mushroom Ramen,
618,Kokoro,VG2: Vegan Miso Tofu Ramen,Contains No Animal Products
619,Kokoro,Vietnamese Iced Coffee,
620,Kokoro,RS5: Steak and Shrimp Bowl,
621,Kokoro,A5: Crab and Shrimp Handrolls (2pc),
622,Kokoro,V1: Creamy Sun Dried Tomato,Contains Egg and Cheese
623,Kokoro,F3: BBQ Pork Fries,
624,Kokoro,SA6: Chicken Momo (12pc),
625,Kokoro,C4: Chili Shrimp,
626,Kokoro,C3: Sweet and Sour Pork,
627,Kokoro,C1: Teriyaki Chicken,C1: Teriyaki Chicken
628,Kokoro,SA2: Steamed Pork Dumplings (12pc),
629,Kokoro,SA1: Bao Bun (6pc),Pork filled Bao Buns
630,Kokoro,F4: Honey Garlic Steak Fries,
631,Kokoro,SA4: Fried Pork Dumplings (12pc),
632,Kokoro,SA1: Bao Bun (6pc),Pork filled Bao Buns
633,Kokoro,SA4: Fried Pork Dumplings (12pc),
634,Kokoro,SA2: Steamed Pork Dumplings (12pc),
635,Kokoro,A5: Crab and Shrimp Handrolls (2pc),
636,Kokoro,SA5: Avocado Toast (2pc),
637,Kokoro,SA6: Chicken Momo (12pc),
638,Kokoro,A1. Pork Gyoza,6 pieces.
639,Kokoro,A3. Shrimp Tempura,2 pieces.
640,Kokoro,A4. Japanese Cucumber,
641,Kokoro,A12: Avocado Kokoro (2pc),Crab and shrimp stuffed avocado.
642,Kokoro,A2. Veggie Gyoza,6 pieces.
643,Kokoro,A6. Edamame,
644,Kokoro,A7. Seaweed Salad,
645,Kokoro,A8. Fried Chicken Wings,4 pieces.
646,Kokoro,A9. Veggie Spring Roll,4 pieces.
647,Kokoro,A10 Shrimp rolls with peanut sauce (3pc),
648,Kokoro,Chicken Momo (12pc),
649,Kokoro,E1: Philly Cheesesteak Egg Roll (1pc),1pc
650,Kokoro,E3: Buffalo Chicken Egg Roll (1pc),
651,Kokoro,E4: Pizza Egg Roll (1pc),
652,Kokoro,E2: Pork and Vegetable Egg Roll (1pc),
653,Kokoro,E7: Shrimp Egg Roll (1pc),
654,Kokoro,E5: Spinach and Cheese Egg Roll (1pc),
655,Kokoro,E9: Vegetable Egg Roll (1pc),
656,Kokoro,E8: Chicken with Vegetables Egg Roll (1pc),
657,Kokoro,E9: Crab and Shrimp Egg Roll (1pc),
658,Kokoro,E11: Texas BBQ Beef Egg Roll (1pc),
659,Kokoro,F4: Honey Garlic Steak Fries,
660,Kokoro,F2: Shrimp and Crab Fries,
661,Kokoro,F3: BBQ Pork Fries,
662,Kokoro,F1: Poutine Fries,
663,Kokoro,R2. Spice Tantan,"Spicy ramen broth, ground beef, and veggies."
664,Kokoro,R4. Beef,Savory beef broth ramen with tender slices of beef.
665,Kokoro,RS2. Seafood,Assorted seafood in flavorful broth with toppings.
666,Kokoro,RS5: Steak and Shrimp Bowl,
667,Kokoro,R1. Shoyu Tonkotsu,"Slow roasted pork belly in soy-flavored pork broth, topped deliciously."
668,Kokoro,R5. Roasted Chicken,Chicken broth ramen with roasted chicken and flavorful toppings.
669,Kokoro,R6. Spicy Breaded Chicken,Fiery broth ramen with crispy breaded chicken and veggies.
670,Kokoro,Steak Bowl,Juicy steak slices served over ramen noodles.
671,Kokoro,Shrimp and Bacon Bowl,Savory ramen with succulent shrimp and crispy Bacon.
672,Kokoro,V1: Creamy Sun Dried Tomato,Contains Egg and Cheese
673,Kokoro,V2: Mushroom Ramen,
674,Kokoro,VG1: Vegan Curry Tofu Ramen,Contains No Animal Products.
675,Kokoro,VG2: Vegan Miso Tofu Ramen,Contains No Animal Products
676,Kokoro,C1: Teriyaki Chicken,C1: Teriyaki Chicken
677,Kokoro,C2: BBQ Beef,
678,Kokoro,C5: Vegan Sesame,
679,Kokoro,C3: Sweet and Sour Pork,
680,Kokoro,C4: Chili Shrimp,
681,Kokoro,S1: Dumpling Soup,
682,Kokoro,S2: Fish Ball Curry Soup,
683,Kokoro,Ramen Salad (Vegan),No animal products.
684,Kokoro,Vietnamese Shredded Chicken Salad,
685,Kokoro,Vegan Asian Salad,No animal products.
686,Kokoro,Cucumber Crab Salad,
687,Kokoro,Iced Wild Strawberry Lemonade,
688,Kokoro,Iced Mango Lemonade 20oz,
689,Kokoro,Iced Wild Strawberry Mint Lemonade 20oz,
690,Kokoro,Iced Passion Fruit Lemonade 20oz,
691,Kokoro,Iced Wild Strawberry Mint Lemonade W/Energy Boost 20oz,
692,Kokoro,Iced Passion Fruit Lemonade W/Energy Boost 20oz,
693,Kokoro,Iced Strawberry Lemonade W/Energy Boost 20oz,
694,Kokoro,Iced Mango Lemonade W/Energy Boost 20 oz,
695,Kokoro,Iced Strawberry Lychee Green Tea 20oz,
696,Kokoro,Iced Passion Fruit Green Tea 20oz,
697,Kokoro,Iced Lychee Green Tea 20oz,
698,Kokoro,Iced Mango Green Tea 20oz,
699,Kokoro,Mint Iced Coffee 16oz,
700,Kokoro,Mint Oat Milk Iced Coffee 16oz,
701,Kokoro,Salted Carmel Oat Milk Iced Coffee 16oz,
702,Kokoro,Iced Vanilla Latte Coffee 16oz,
703,Kokoro,Sugar Free Caramel Cream,"Double Shot of Espresso, Sugar Free Carmel, Cream with Milk Foam"
704,Kokoro,White chocolate,"Double Shot of Espresso, White Chocolate Sauce, with Milk Foam"
705,Kokoro,Vietnamese Frappé,"Double Shot of Espresso, Condensed Milk with Milk"
706,Kokoro,Mocha Irish Cream Frappé,"Double Shot of Espresso, Chocolate Sauce, Irish Cream with Milk"
707,Kokoro,Caramel Frappé,"Double Shot of Espresso, Vanilla, Caramel with Milk"
708,Kokoro,Mint Irish Cream,"Double Shot of Espresso, Chocolate Sauce, Irish Cream with Milk Foam"
709,Kokoro,Vietnamese,"Double Shot of Espresso, Condensed Milk with Milk Foam"
710,Kokoro,Salted Caramel Frappé,"Double Shot of Espresso, Vanilla, Salted Caramel with Milk"
711,Kokoro,Sugar Free Caramel Cream Frappé,"Double Shot of Espresso, Sugar Free Carmel, Cream with Milk"
712,Kokoro,Caramel,"Double Shot of Espresso, Vanilla, Caramel with Milk Foam"
713,Kokoro,Salted Carmel,"Double Shot of Espresso, Vanilla, Salted Caramel with Milk Foam"
714,Kokoro,Sugar Free Vanilla Cream,"Double Shot of Espresso, Sugar Free Vanilla, Cream with Milk Foam"
715,Kokoro,Mint Caramel,"Double Shot of Espresso, Mint, Caramel with Milk Foam"
716,Kokoro,Mocha Frappé,"Double Shot of Espresso, Chocolate Sauce, with Milk."
717,Kokoro,Sugar Free Vanilla Cream Frappé,"Double Shot of Espresso, Sugar Free Vanilla, Cream with Milk"
718,Kokoro,Mint Caramel Frappé,"Double Shot of Espresso, Mint, Caramel with Milk"
719,Kokoro,White Chocolate Frappé,"Double Shot of Espresso, White Chocolate Sauce, with Milk"
720,Kokoro,Mint Irish Cream Frappé,"Double Shot of Espresso, Mint, Irish Cream with Milk"
721,Kokoro,Moca,"Double Shot of Espresso, Chocolate Sauce, with Milk Foam"
722,Kokoro,Moca Irish Cream,"Double Shot of Espresso, Chocolate Sauce, Irish Cream with Milk Foam"
723,Kokoro,Sugar Free Irish Cream,Smooth coffee infused with sugar-free Irish cream
724,Kokoro,Sugar Free Irish Cream Frappé,Iced blend of Irish cream flavors.
725,Kokoro,Vietnamese Iced Coffee,
726,Kokoro,Mocha Irish Cream Iced Coffee,
727,Kokoro,Sugar Free Vanilla Cream Caramel Iced Coffee,
728,Kokoro,Mocha Iced Coffee,
729,Kokoro,Sugar Free Caramel Cream Iced Coffee,
730,Kokoro,White Chocolate Iced Coffee,
731,Kokoro,Mint Caramel Iced Coffee,
732,Kokoro,Salted Caramel Iced Coffee,
733,Kokoro,Caramel Iced Coffee,
734,Kokoro,Vietnamese Milk Boba Tea,
735,Kokoro,Strawberry Milk Boba,
736,Kokoro,Sugar Free Boba,
737,Kokoro,Ube Milk Boba Tea,
738,Kokoro,Chocolate Milk Boba,
739,Kokoro,Matcha Milk Boba Green Tea,
740,Bradley's Cheesesteaks & Hoagies,Cheesesteak,"Ribeye beef cooked on our flat top grill with your choice of cheese and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
741,Bradley's Cheesesteaks & Hoagies,Mozzarella Sticks (5),"Five breaded, whole-milk mozzarella cheese sticks,  fried to order. Served with pizza sauce."
742,Bradley's Cheesesteaks & Hoagies,Deep Fried Oreos,"5 Fluffy deep-fried Oreos, battered in-house and cooked to a crisp perfection. Sprinkled with powdered sugar, and with options of Chocolate or Strawberry side sauces."
743,Bradley's Cheesesteaks & Hoagies,Buffalo Chicken Cheesesteak,"Lean white meat chicken, marinated in house, and chopped on the flat top grill to order with our blend of hot sauce and spices, your choice of cheese, and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
744,Bradley's Cheesesteaks & Hoagies,Beer Battered Onion Rings - Regular Size,
745,Bradley's Cheesesteaks & Hoagies,Peirogies (5),"Five (5) Cheddar & Potato Pierogies, fried to a golden crisp and drizzled with butter and Salt/Pepper."
746,Bradley's Cheesesteaks & Hoagies,Chicken Cheesesteak,"Lean white meat chicken, marinated in house, and chopped on the flat top grill to order with your choice of cheese and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
747,Bradley's Cheesesteaks & Hoagies,Chicken Parmesan,"Large, juicy, whole muscle chicken tenders, marinara sauce, Provolone cheese, topped with Oregano and Parmesan Cheese. Served on a 8"" Corropolese Bakery roll brought in fresh, straight 'outta Philadelphia."
748,Bradley's Cheesesteaks & Hoagies,"""Bradley's Special"" Cheesesteak","Ribeye beef cooked on our flat top grill with mushrooms, grilled onions, hot peppers,  sweet peppers, pizza sauce, and choice of cheese. Served on a fresh Italian roll, straight 'outta Philly."
749,Bradley's Cheesesteaks & Hoagies,Hot Dog,"All-Beef 7"" New York Style Hot Dog. Split and grilled on the flat top and served on a split-top Italian roll with your choice of toppings."
750,Bradley's Cheesesteaks & Hoagies,Cajun Chicken Cheesesteak,"Lean white meat chicken, marinated in house, and chopped on the flat top grill with cajun spices, to order with your choice of cheese and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
751,Bradley's Cheesesteaks & Hoagies,Buffalo Tenders (Boneless) - 5 piece,
752,Bradley's Cheesesteaks & Hoagies,Bacon Cheesesteak,"Ribeye beef cooked on our flat top grill, Chopped Bacon, and your choice of cheese and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
753,Bradley's Cheesesteaks & Hoagies,Loaded Fries,"Indulge in our best-selling Fresh Cut Fries the right way, loaded... With your choice of Ribeye Beef, Grilled Chicken, or Bacon. Topped off the traditional way, Cheez Whiz."
754,Bradley's Cheesesteaks & Hoagies,Shrimp 'Po Boy,"Orleans-Style seasoned and fried shrimp, home-made spicy remoulade sauce, lettuce and tomatoes served on an Italian roll, straight 'outta Philly."
755,Bradley's Cheesesteaks & Hoagies,Chicken Cheesesteak Hoagie,"Lean white meat chicken, marinated in house, and chopped on the flat top grill to order with your choice of cheese and topped with lettuce, tomato, and raw onions. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
756,Bradley's Cheesesteaks & Hoagies,Cheese Fries - Large Size,"Fresh cut fries, that are prepared daily from whole potatoes, blanched, and then fried to order. No big bag of commercial fries here, all of our fries are cut on site from raw Idaho russet potatoes. Served with With Kraft Cheez Whizz. * All Take-Out/Pickup/Delivery Cheese Fries are made with Cheese ON THE SIDE.*"
757,Bradley's Cheesesteaks & Hoagies,Cheesesteak Hoagie,"Ribeye beef cooked on our flat top grill with your choice of cheese and topped with lettuce, tomato, and raw onions. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
758,Bradley's Cheesesteaks & Hoagies,Cheesesteak,"Ribeye beef cooked on our flat top grill with your choice of cheese and toppings. Served on an 8"" Italian roll, delivered fresh straight 'outta Philadelphia."
759,Bradley's Cheesesteaks & Hoagies,Mozzarella Sticks (5),"Five breaded, whole-milk mozzarella cheese sticks,  fried to order. Served with pizza sauce."
760,Bradley's Cheesesteaks & Hoagies,Loaded Fries,"Indulge in our best-selling Fresh Cut Fries the right way, loaded... With your choice of Ribeye Beef, Grilled Chicken, or Bacon. Topped off the traditional way, Cheez Whiz."
